account_uid,total_sent,total_received,txn_count_sent,txn_count_received,unique_receivers,unique_senders,avg_sent_amount,avg_received_amount,max_sent_amount,max_received_amount,txn_per_active_day,in_degree,out_degree,degree_centrality,pagerank,in_cycle,community_size,is_fraud
ACC00198,86716.84,146027.78,11,23,11,23,7883.35,6349.03,54729.6,55869.8,1.0303,23,11,0.006801,0.00031885,1,920,1
ACC00199,699894.05,59276.15,30,13,25,13,23329.8,4559.7,98955.0,12440.65,1.1622,13,25,0.007602,0.00014586,1,990,1
ACC00200,144472.42,95028.74,22,10,22,10,6566.93,9502.87,29756.08,66902.0,1.0,10,22,0.006401,0.00011078,0,500,1
ACC00201,56391.69,93763.48,14,14,14,14,4027.98,6697.39,15697.54,38000.83,1.0,14,14,0.005601,0.00027519,1,920,0
ACC00202,95781.76,70169.91,23,14,23,14,4164.42,5012.14,20290.06,23622.33,1.0278,14,23,0.007401,0.00012582,1,675,0
ACC00203,122318.25,36778.05,19,12,19,12,6437.8,3064.84,22903.84,9137.38,1.0333,12,19,0.006201,0.00011719,1,990,0
ACC00204,85488.97,106159.34,12,14,12,14,7124.08,7582.81,21858.06,21922.9,1.04,14,12,0.005201,0.00026384,1,498,0
ACC00205,58128.97,85568.68,9,24,9,24,6458.77,3565.36,19059.58,10247.44,1.0312,24,9,0.006601,0.00018515,1,990,0
ACC00206,145013.41,73363.47,17,17,17,17,8530.2,4315.5,66058.73,14143.74,1.0625,17,17,0.006801,0.00015529,1,498,0
ACC00207,64495.32,58003.91,15,14,15,14,4299.69,4143.14,14782.15,12955.69,1.0,14,15,0.005801,0.00016322,1,255,0
ACC00208,152209.94,104147.63,22,20,22,20,6918.63,5207.38,40217.66,15290.73,1.05,20,22,0.008402,0.00020938,1,498,0
ACC00209,63255.45,93202.89,18,15,18,15,3514.19,6213.53,11092.37,24441.42,1.0312,15,18,0.006601,0.00019969,1,675,0
ACC00210,125144.72,93325.57,21,20,21,20,5959.27,4666.28,32839.17,26418.88,1.0789,20,21,0.008202,0.00023727,1,920,0
ACC00211,79903.04,38741.5,21,14,21,14,3804.91,2767.25,26782.0,7970.29,1.0606,14,21,0.007001,0.00011992,0,500,1
ACC00212,103134.39,141643.73,13,22,13,22,7933.41,6438.35,47283.37,44269.02,1.0606,22,13,0.007001,0.00024137,1,498,0
ACC00213,59122.45,78515.3,11,12,11,12,5374.77,6542.94,23046.75,20769.01,1.0455,12,11,0.004601,0.00016955,0,990,0
ACC00214,79138.6,77043.14,17,21,17,20,4655.21,3668.72,10977.07,9178.17,1.0556,20,17,0.007401,0.00025188,1,920,0
ACC00215,115991.94,59075.47,19,16,19,16,6104.84,3692.22,23302.15,20436.46,1.129,16,19,0.007001,0.00015248,0,990,0
ACC00216,641417.04,586615.97,27,29,27,29,23756.19,20228.14,419171.35,76243.0,1.1667,29,27,0.011202,0.00082951,1,990,1
ACC00217,62851.48,51791.22,16,15,16,14,3928.22,3452.75,14955.91,13248.19,1.069,14,16,0.006001,0.00015395,1,990,0
ACC00218,82935.17,107798.02,15,13,15,13,5529.01,8292.16,26740.88,47494.71,1.037,13,15,0.005601,0.00019177,0,920,0
ACC00219,81344.07,47913.63,17,16,17,16,4784.95,2994.6,13481.84,7662.01,1.0,16,17,0.006601,0.0001302,1,920,0
ACC00220,92958.9,39205.3,18,10,18,10,5164.38,3920.53,21942.26,10320.28,1.0769,10,18,0.005601,0.00011831,1,664,0
ACC00221,91265.92,54386.46,17,15,17,15,5368.58,3625.76,12370.06,8845.26,1.0667,15,17,0.006401,0.00013631,1,664,0
ACC00222,61592.57,73333.95,18,11,18,11,3421.81,6666.72,11314.48,24438.12,1.0,11,18,0.005801,0.00015983,0,990,0
ACC00223,82949.92,72193.93,17,15,17,15,4879.41,4812.93,14218.56,21122.42,1.0667,15,17,0.006401,0.00020581,1,990,0
ACC00224,64950.64,97531.27,16,15,16,15,4059.42,6502.08,20607.7,35303.0,1.1071,15,16,0.006201,0.00014122,0,255,1
ACC00225,64126.78,77715.58,16,20,16,20,4007.92,3885.78,11199.79,20607.7,1.0909,20,16,0.007201,0.00018477,0,255,0
ACC00226,144204.14,82884.05,21,13,21,13,6866.86,6375.7,58998.01,18894.06,1.0303,13,21,0.006801,0.00019919,1,498,0
ACC00227,69239.03,181204.98,15,23,15,23,4615.94,7878.48,40471.06,42929.52,1.027,23,15,0.007602,0.00035533,1,920,1
ACC00228,75755.91,78280.91,15,14,15,14,5050.39,5591.49,13503.87,23059.45,1.0741,14,15,0.005801,0.00024943,0,675,0
ACC00229,164995.95,99343.97,13,19,13,19,12692.0,5228.63,59706.63,19598.42,1.0323,19,13,0.006401,0.00020705,1,498,0
ACC00230,49536.47,169608.63,11,16,11,16,4503.32,10600.54,22805.32,74110.12,1.0,16,11,0.005401,0.00021307,1,990,0
ACC00231,68048.97,82557.02,15,19,15,19,4536.6,4345.11,13457.18,19344.02,1.0625,19,15,0.006801,0.00014426,0,498,0
ACC00232,49882.19,92896.68,11,12,11,12,4534.74,7741.39,10185.46,57841.0,1.0,12,11,0.004601,9.649e-05,0,675,1
ACC00233,52723.93,23246.45,11,10,11,10,4793.08,2324.64,17764.7,8774.11,1.1053,10,11,0.004201,8.031e-05,1,675,0
ACC00234,56622.88,48162.4,11,12,11,12,5147.53,4013.53,14185.92,9805.51,1.0455,12,11,0.004601,0.00018594,1,498,0
ACC00235,59514.01,52018.02,13,16,13,16,4578.0,3251.13,19071.22,12413.45,1.0741,16,13,0.005801,0.00013652,1,990,0
ACC00236,42668.91,38429.82,9,13,9,13,4740.99,2956.14,8610.19,6010.45,1.0,13,9,0.004401,8.789e-05,0,675,0
ACC00237,105854.23,30297.07,19,10,19,10,5571.28,3029.71,13345.82,7912.02,1.0357,10,19,0.005801,8.582e-05,1,675,0
ACC00238,89647.2,56510.91,18,14,18,14,4980.4,4036.49,20952.85,10431.03,1.0323,14,18,0.006401,0.00013142,1,500,0
ACC00239,104208.36,70556.68,20,15,19,15,5210.42,4703.78,20385.92,13164.87,1.0,15,19,0.006801,0.0001364,1,920,0
ACC00240,70757.57,147734.15,13,20,13,20,5442.89,7386.71,12305.88,47330.17,1.0,20,13,0.006601,0.00038564,1,920,0
ACC00241,99858.69,61642.25,22,18,22,18,4539.03,3424.57,22323.32,12234.51,1.0526,18,22,0.008002,0.00015676,0,664,0
ACC00242,145842.61,703220.67,15,24,15,19,9722.84,29300.86,67617.0,98182.0,1.2188,19,15,0.006801,0.00038856,1,498,1
ACC00243,816435.55,48898.87,23,15,16,15,35497.2,3259.92,98040.0,8182.43,1.4074,15,16,0.006201,0.00013703,1,990,1
ACC00244,81524.16,102763.87,14,16,14,16,5823.15,6422.74,24860.58,30254.45,1.0,16,14,0.006001,0.00019694,1,920,0
ACC00245,73495.91,110974.47,13,21,13,21,5653.53,5284.5,19315.88,18373.09,1.0303,21,13,0.006801,0.00019831,0,920,0
ACC00246,65178.07,135167.58,13,22,13,22,5013.7,6143.98,14650.43,26709.44,1.0,22,13,0.007001,0.00022952,0,498,0
ACC00247,149070.99,61573.41,24,11,24,11,6211.29,5597.58,29980.71,34865.29,1.129,11,24,0.007001,0.00013842,1,498,0
ACC00248,79952.49,59314.87,16,11,16,11,4997.03,5392.26,23146.72,19447.05,1.08,11,16,0.005401,0.00011832,1,498,0
ACC00249,163298.3,201535.14,13,19,13,19,12561.41,10607.11,84682.56,86446.78,1.1034,19,13,0.006401,0.00044524,1,990,1
ACC00250,88333.54,41091.4,16,18,16,18,5520.85,2282.86,13437.52,12481.93,1.0,18,16,0.006801,9.056e-05,1,920,0
ACC00251,60325.98,255865.38,15,20,15,20,4021.73,12793.27,12138.46,73798.0,1.0606,20,15,0.007001,0.00027463,1,920,1
ACC00252,55853.14,27354.43,13,15,13,15,4296.4,1823.63,9645.18,4259.89,1.0769,15,13,0.005601,7.942e-05,1,255,0
ACC00253,96933.96,90190.75,21,11,21,11,4615.9,8199.16,30731.26,27220.63,1.0667,11,21,0.006401,0.00021785,0,675,0
ACC00254,64798.16,1675281.4,19,31,19,17,3410.43,54041.34,7602.44,98195.0,1.4706,17,19,0.007201,0.00040044,1,675,1
ACC00255,41415.03,82707.42,12,15,12,14,3451.25,5513.83,14472.08,11921.46,1.0385,14,12,0.005201,0.00017968,0,664,0
ACC00256,38428.9,118307.49,9,19,9,19,4269.88,6226.71,13521.67,39120.0,1.0,19,9,0.005601,0.00015858,1,675,1
ACC00257,34907.67,106197.81,11,17,11,17,3173.42,6246.93,12664.57,29007.67,1.037,17,11,0.005601,0.00023082,1,920,0
ACC00258,206697.92,92220.73,24,15,24,15,8612.41,6148.05,76526.0,39585.0,1.0541,15,24,0.007802,0.00016364,1,920,1
ACC00259,138227.72,95027.92,15,16,15,16,9215.18,5939.24,70967.0,25840.98,1.0333,16,15,0.006201,0.00023458,1,675,1
ACC00260,59719.59,127703.11,16,21,16,21,3732.47,6081.1,8993.11,17758.79,1.1212,21,16,0.007401,0.00032216,1,990,0
ACC00261,135562.87,83591.8,20,9,20,9,6778.14,9287.98,31553.9,29368.09,1.0741,9,20,0.005801,0.00013152,0,498,0
ACC00262,72530.33,69195.68,18,16,18,16,4029.46,4324.73,12623.29,15764.55,1.0303,16,18,0.006801,0.00011336,0,920,0
ACC00263,152428.22,82646.25,21,20,21,20,7258.49,4132.31,39626.33,15351.38,1.0789,20,21,0.008202,0.00017014,1,920,0
ACC00264,449657.63,488751.02,17,25,17,25,26450.45,19550.04,369714.35,85781.0,1.2727,25,17,0.008402,0.000633,0,498,1
ACC00265,109011.64,51775.68,15,11,15,11,7267.44,4706.88,55674.09,20296.37,1.0,11,15,0.005201,0.00014226,0,920,0
ACC00266,28213.53,75073.71,10,18,10,18,2821.35,4170.76,6406.34,11662.58,1.037,18,10,0.005601,0.00016947,1,990,0
ACC00267,176235.68,97790.6,13,15,13,14,13556.59,6519.37,80779.0,31358.66,1.037,14,13,0.005401,0.00020657,0,500,1
ACC00268,207784.23,82071.98,14,13,14,13,14841.73,6313.23,70106.53,23662.24,1.0385,13,14,0.005401,0.00019749,1,920,1
ACC00269,115213.65,106234.11,13,14,13,14,8862.59,7588.15,28650.04,45540.66,1.0,14,13,0.005401,0.00017318,1,664,0
ACC00270,61746.0,62014.19,19,13,19,13,3249.79,4770.32,10272.19,13338.2,1.0323,13,19,0.006401,0.00011626,0,498,0
ACC00271,117205.92,75836.85,20,15,20,14,5860.3,5055.79,33017.89,21620.26,1.0294,14,20,0.006801,0.00017203,1,500,0
ACC00272,118129.58,70116.81,20,21,20,21,5906.48,3338.9,23745.93,11777.13,1.0513,21,20,0.008202,0.00012866,1,990,0
ACC00273,45360.12,72356.76,16,15,16,15,2835.01,4823.78,6149.53,29059.09,1.0333,15,16,0.006201,0.00012344,0,255,0
ACC00274,130385.62,41958.73,29,12,29,12,4496.06,3496.56,22412.42,8641.47,1.025,12,29,0.008202,0.0001316,1,920,0
ACC00275,99766.76,97634.64,19,17,19,17,5250.88,5743.21,18107.92,21218.12,1.0909,17,19,0.007201,0.00016939,0,920,0
ACC00276,92719.2,73964.06,19,17,19,17,4879.96,4350.83,50258.37,14161.92,1.0909,17,19,0.007201,0.00016498,1,500,0
ACC00277,730075.32,831962.23,16,23,10,16,45629.71,36172.27,98875.0,96302.0,1.56,16,10,0.005201,0.0002768,1,920,1
ACC00278,45766.48,110088.67,18,16,18,16,2542.58,6880.54,7609.03,30334.49,1.0625,16,18,0.006801,0.00020863,1,664,0
ACC00279,39486.2,45913.34,8,10,8,10,4935.78,4591.33,15925.97,13743.64,1.0,10,8,0.003601,0.00010874,1,498,0
ACC00280,48963.54,28208.38,15,12,15,12,3264.24,2350.7,8113.87,7430.36,1.0,12,15,0.005401,7.271e-05,1,500,0
ACC00281,61879.03,84716.76,19,18,19,18,3256.79,4706.49,10178.96,16865.55,1.0571,18,19,0.007401,0.00018605,1,498,0
ACC00282,107279.62,67214.33,14,14,14,14,7662.83,4801.02,16018.39,18143.3,1.0,14,14,0.005601,0.00021493,1,990,0
ACC00283,46821.26,113433.52,14,17,14,17,3344.38,6672.56,7776.54,39929.0,1.0,17,14,0.006201,0.00020193,1,920,0
ACC00284,151472.63,102287.96,20,17,20,17,7573.63,6016.94,37761.31,31076.64,1.0882,17,20,0.007401,0.00020456,0,500,0
ACC00285,70738.04,36871.7,8,11,8,11,8842.25,3351.97,32601.37,9455.54,1.1176,11,8,0.003801,8.457e-05,1,675,0
ACC00286,57721.12,70595.16,17,17,17,17,3395.36,4152.66,8089.49,11223.55,1.0625,17,17,0.006801,0.00016645,0,498,0
ACC00287,154404.89,97929.22,14,17,14,17,11028.92,5760.54,88084.0,12999.56,1.069,17,14,0.006201,0.00016568,1,664,1
ACC00288,74419.6,81189.18,16,14,16,14,4651.22,5799.23,13801.51,19142.14,1.0345,14,16,0.006001,0.00020485,0,498,0
ACC00289,88410.42,47952.21,23,12,23,12,3843.93,3996.02,10635.13,12195.48,1.0294,12,23,0.007001,0.00015665,1,920,0
ACC00290,64030.55,64661.52,13,16,13,16,4925.43,4041.35,10910.62,27065.43,1.0,16,13,0.005801,0.00014286,0,920,0
ACC00291,103194.02,44740.4,9,11,9,11,11466.0,4067.31,66469.0,9235.7,1.0526,11,9,0.004001,0.00013403,1,498,1
ACC00292,84124.05,64012.11,18,13,18,13,4673.56,4924.01,16684.45,15489.08,1.069,13,18,0.006201,0.00013474,0,498,0
ACC00293,47605.84,56701.9,15,16,15,16,3173.72,3543.87,9436.87,13817.5,1.0333,16,15,0.006201,0.00012506,1,675,0
ACC00294,105425.26,59899.68,17,19,17,19,6201.49,3152.61,36348.22,8447.44,1.0588,19,17,0.007201,0.00018759,0,498,0
ACC00295,110190.23,143929.17,19,12,19,12,5799.49,11994.1,20246.65,67787.0,1.1071,12,19,0.006201,0.00012605,0,920,1
ACC00296,109479.42,134316.28,13,19,13,19,8421.49,7069.28,38807.37,42911.93,1.0323,19,13,0.006401,0.00022044,0,920,0
ACC00297,51578.52,111665.84,17,12,17,12,3034.03,9305.49,10765.27,64945.0,1.0,12,17,0.005801,0.00014014,1,920,1
ACC00298,114188.96,44306.68,19,13,19,13,6009.95,3408.21,19127.0,6373.05,1.1429,13,19,0.006401,0.00014563,1,498,0
ACC00299,523438.41,47687.81,19,18,19,18,27549.39,2649.32,89681.0,9800.55,1.3214,18,19,0.007401,0.0001106,1,920,1
ACC00300,47095.64,48186.51,9,14,9,14,5232.85,3441.89,18022.56,11782.41,1.0952,14,9,0.004601,0.00010416,0,675,0
ACC00301,122001.94,59129.33,12,16,12,16,10166.83,3695.58,70040.0,15202.76,1.037,16,12,0.005601,0.00011631,0,500,1
ACC00302,140400.76,44638.5,19,13,19,12,7389.51,3433.73,65207.0,9026.22,1.1034,12,19,0.006201,8.325e-05,1,920,1
ACC00303,44821.4,48109.54,11,13,11,13,4074.67,3700.73,12313.91,11646.27,1.0,13,11,0.004801,0.00014799,0,990,0
ACC00304,127563.88,89580.28,21,20,21,20,6074.47,4479.01,22462.29,13834.85,1.1081,20,21,0.008202,0.00015959,1,255,0
ACC00305,93614.87,47966.93,21,13,21,13,4457.85,3689.76,25688.6,22012.6,1.0968,13,21,0.006801,0.00010776,0,920,0
ACC00306,114937.57,238926.0,22,20,22,20,5224.44,11946.3,55966.08,95000.0,1.1053,20,22,0.008402,0.00037365,1,664,1
ACC00307,63864.81,63161.53,17,18,17,18,3756.75,3508.97,14234.35,8356.88,1.129,18,17,0.007001,0.00016517,1,500,0
ACC00308,94561.94,66489.99,12,20,12,20,7880.16,3324.5,21173.65,8837.5,1.0667,20,12,0.006401,0.00014785,0,675,0
ACC00309,52301.23,66474.13,11,16,11,16,4754.66,4154.63,17572.02,13906.05,1.0,16,11,0.005401,0.00014871,0,498,0
ACC00310,35100.04,135890.44,13,16,13,16,2700.0,8493.15,7623.34,26062.94,1.0741,16,13,0.005801,0.00032625,1,500,0
ACC00311,52514.49,622455.5,11,15,11,15,4774.04,41497.03,13262.86,574334.85,1.04,15,11,0.005201,0.00087658,1,498,1
ACC00312,180758.3,171264.44,22,22,22,22,8216.29,7784.75,72437.76,73946.88,1.1282,22,22,0.008802,0.00034221,1,920,1
ACC00313,50719.26,137419.9,10,12,10,12,5071.93,11451.66,17324.69,95000.0,1.0,12,10,0.004401,0.0001745,0,664,0
ACC00314,74615.91,70397.11,16,15,16,15,4663.49,4693.14,20883.16,19032.72,1.0,15,16,0.006201,0.00015846,1,255,0
ACC00315,835446.08,44183.28,26,14,19,14,32132.54,3155.95,98138.0,8836.71,1.25,14,19,0.006601,0.00013293,0,500,1
ACC00316,98503.62,92383.1,21,12,21,12,4690.65,7698.59,16441.25,25757.32,1.0312,12,21,0.006601,0.0001313,1,920,0
ACC00317,224937.87,155248.53,18,19,18,19,12496.55,8170.98,95000.0,33017.89,1.0,19,18,0.007401,0.00024133,1,500,1
ACC00318,79232.34,61233.97,14,17,14,17,5659.45,3602.0,30984.69,7340.58,1.0333,17,14,0.006201,0.00013728,0,498,0
ACC00319,33946.27,46812.54,15,9,15,9,2263.08,5201.39,9883.02,29494.51,1.0435,9,15,0.004801,8.894e-05,0,664,0
ACC00320,67526.32,42631.57,20,14,20,14,3376.32,3045.11,10122.79,13479.41,1.0,14,20,0.006801,0.00010822,1,500,0
ACC00321,149091.37,89417.69,23,17,23,17,6482.23,5259.86,29823.28,17658.66,1.0811,17,23,0.008002,0.00022355,1,500,1
ACC00322,59061.69,70243.01,12,11,12,11,4921.81,6385.73,20178.02,19075.0,1.0952,11,12,0.004601,0.00019964,0,664,0
ACC00323,140324.52,191453.31,15,21,15,21,9354.97,9116.82,80275.0,77064.0,1.0909,21,15,0.007201,0.00034908,1,498,1
ACC00324,133008.04,55819.35,17,18,17,18,7824.0,3101.07,60013.0,8054.63,1.0606,18,17,0.007001,0.00013157,1,990,1
ACC00325,155171.18,55850.42,18,13,18,13,8620.62,4296.19,77981.0,17450.99,1.0333,13,18,0.006201,0.00017486,0,990,1
ACC00326,55340.14,42011.39,13,10,13,10,4256.93,4201.14,11586.77,9687.95,1.0455,10,13,0.004601,0.00011248,0,675,0
ACC00327,89551.02,50923.37,16,19,16,19,5596.94,2680.18,23555.11,9563.39,1.0294,19,16,0.007001,0.00010398,1,664,0
ACC00328,56523.63,112789.11,14,17,14,17,4037.4,6634.65,10513.65,38170.0,1.0333,17,14,0.006201,0.00022674,0,920,1
ACC00329,81204.43,76119.37,14,13,14,13,5800.32,5855.34,13961.97,20301.86,1.0385,13,14,0.005401,0.00015273,1,990,0
ACC00330,36193.46,59856.93,10,10,10,10,3619.35,5985.69,13971.81,25797.14,1.0,10,10,0.004001,0.00021826,0,990,0
ACC00331,38334.13,46050.98,12,13,12,13,3194.51,3542.38,9215.06,9798.7,1.087,13,12,0.005001,0.00010029,1,920,0
ACC00332,65815.35,85477.89,18,10,18,10,3656.41,8547.79,7852.79,42287.31,1.0,10,18,0.005601,0.00017234,1,990,0
ACC00333,50734.15,65950.0,18,15,18,15,2818.56,4396.67,11991.69,14664.53,1.0,15,18,0.006601,0.00012597,0,990,0
ACC00334,93319.4,48609.83,7,12,7,12,13331.34,4050.82,80440.0,11467.78,1.0556,12,7,0.003801,0.00015279,1,500,1
ACC00335,125167.1,80011.83,17,10,17,10,7362.77,8001.18,62407.0,59910.72,1.0385,10,17,0.005401,0.00015317,1,498,1
ACC00336,84945.96,65211.68,17,21,17,21,4996.82,3105.32,34151.06,9243.13,1.1176,21,17,0.007602,0.00017048,1,920,0
ACC00337,132781.84,45657.58,14,13,14,13,9484.42,3512.12,65526.0,8191.3,1.0,13,14,0.005401,0.00014234,1,990,1
ACC00338,84507.6,75612.68,11,22,11,22,7682.51,3436.94,34996.86,11806.76,1.0312,22,11,0.006601,0.00017581,0,920,0
ACC00339,40032.55,71322.86,13,11,13,11,3079.43,6483.9,7640.74,38611.2,1.0,11,13,0.004801,0.00014706,0,255,0
ACC00340,71874.84,51418.78,14,16,14,16,5133.92,3213.67,18580.66,16753.04,1.0,16,14,0.006001,0.00014428,0,920,0
ACC00341,145196.07,135678.44,21,13,21,13,6914.1,10436.8,59025.6,60255.3,1.1333,13,21,0.006801,0.00029329,1,255,1
ACC00342,118583.16,134501.28,12,19,12,19,9881.93,7079.01,67439.0,64741.44,1.069,19,12,0.006201,0.00025613,1,920,1
ACC00343,60132.09,51792.52,12,15,12,15,5011.01,3452.83,13088.4,21586.09,1.0385,15,12,0.005401,0.00013211,0,990,0
ACC00344,124681.87,163632.63,15,13,15,13,8312.12,12587.13,41981.66,79908.0,1.037,13,15,0.005601,0.00026609,0,498,1
ACC00345,136089.98,44782.93,16,14,16,14,8505.62,3198.78,74263.45,7905.67,1.0714,14,16,0.006001,0.0001167,0,675,0
ACC00346,69858.02,45667.51,13,10,13,10,5373.69,4566.75,16125.5,18746.25,1.0952,10,13,0.004601,0.00018872,0,498,0
ACC00347,112946.69,155490.36,15,21,15,21,7529.78,7404.3,35448.0,62594.0,1.0,21,15,0.007201,0.00021891,1,498,1
ACC00348,57925.59,103699.23,19,17,19,17,3048.72,6099.95,6023.5,12822.8,1.0286,17,19,0.007201,0.00024075,0,990,0
ACC00349,68442.96,42415.97,13,7,13,7,5264.84,6059.42,15936.91,24324.75,1.0,7,13,0.004001,9.515e-05,1,990,0
ACC00350,218055.67,146575.56,15,18,15,18,14537.04,8143.09,80929.0,62360.48,1.0645,18,15,0.006601,0.00023814,1,664,1
ACC00351,118148.46,86871.74,13,14,13,14,9088.34,6205.12,45995.73,50651.0,1.0385,14,13,0.005401,9.221e-05,0,675,1
ACC00352,71875.65,101065.11,17,19,17,19,4227.98,5319.22,21186.18,17421.39,1.0286,19,17,0.007201,0.00028904,0,990,0
ACC00353,48078.57,57126.28,11,14,11,14,4370.78,4080.45,15833.84,11117.27,1.0,14,11,0.005001,0.00011808,1,664,0
ACC00354,82305.79,63347.22,15,14,15,14,5487.05,4524.8,16284.44,9274.62,1.0357,14,15,0.005801,0.00015518,0,675,0
ACC00355,73767.87,56555.82,16,14,16,14,4610.49,4039.7,13100.35,13645.65,1.0714,14,16,0.006001,0.00014164,0,675,0
ACC00356,112772.1,61730.54,10,19,10,19,11277.21,3248.98,68380.0,8201.16,1.0357,19,10,0.005801,0.00013989,1,498,1
ACC00357,27446.56,67067.05,9,18,9,18,3049.62,3725.95,7918.93,15953.82,1.125,18,9,0.005401,0.00017348,1,664,0
ACC00358,74352.09,93867.87,16,20,16,20,4647.01,4693.39,15566.27,15366.68,1.0286,20,16,0.007201,0.00023576,1,920,0
ACC00359,170669.71,229148.44,16,20,16,20,10666.86,11457.42,82873.92,84600.46,1.2,20,16,0.007201,0.00051612,1,498,1
ACC00360,43830.87,59247.92,11,14,11,14,3984.62,4231.99,9195.94,12845.07,1.0,14,11,0.005001,0.0001271,0,500,0
ACC00361,68613.25,95436.94,13,24,13,24,5277.94,3976.54,14814.62,15037.0,1.0278,24,13,0.007401,0.00018827,0,920,1
ACC00362,47853.39,70572.8,12,17,12,17,3987.78,4151.34,7268.45,11570.8,1.0357,17,12,0.005801,0.00016543,0,920,0
ACC00363,81986.72,43502.48,10,14,10,14,8198.67,3107.32,24415.41,9219.56,1.0435,14,10,0.004801,0.00012515,0,664,0
ACC00364,160465.38,132640.81,23,23,23,23,6976.76,5766.99,20795.85,53671.8,1.0698,23,23,0.009202,0.00021071,1,990,0
ACC00365,139220.65,52392.22,18,12,18,12,7734.48,4366.02,66309.0,20413.38,1.0345,12,18,0.006001,0.00014093,1,990,1
ACC00366,94333.83,105168.7,14,18,14,18,6738.13,5842.71,21594.55,26815.98,1.0323,18,14,0.006401,0.00029019,1,675,0
ACC00367,972657.73,848758.97,20,26,20,26,48632.89,32644.58,779563.35,87033.0,1.4375,26,20,0.009202,0.00111727,1,498,1
ACC00368,48627.57,739619.44,13,17,13,17,3740.58,43507.03,11807.07,649509.3,1.0345,17,13,0.006001,0.00114435,0,498,1
ACC00369,667914.32,50281.08,25,14,20,14,26716.57,3591.51,98182.0,14294.0,1.1471,14,20,0.006801,0.00013118,0,990,1
ACC00370,130552.41,160980.75,20,17,20,17,6527.62,9469.46,48048.38,72348.81,1.0571,17,20,0.007401,0.00023332,1,920,0
ACC00371,72926.08,76105.35,14,17,14,17,5209.01,4476.79,14499.67,28168.54,1.1071,17,14,0.006201,0.00019341,0,990,0
ACC00372,65844.4,49645.32,19,13,19,13,3465.49,3818.87,14021.52,13071.43,1.0667,13,19,0.006401,0.0001205,1,920,0
ACC00373,92816.32,61477.96,13,18,13,18,7139.72,3415.44,40971.0,18192.96,1.1071,18,13,0.006201,0.00016474,1,675,1
ACC00374,125800.36,32799.09,16,8,16,8,7862.52,4099.89,30911.0,9684.86,1.0435,8,16,0.004801,9.482e-05,0,920,1
ACC00375,276400.62,69592.97,24,16,24,16,11516.69,4349.56,88164.0,23451.32,1.1429,16,24,0.008002,0.00020434,1,664,1
ACC00376,41202.58,125846.1,10,18,10,18,4120.26,6991.45,12899.1,28924.22,1.12,18,10,0.005601,0.00027433,1,920,0
ACC00377,69633.49,126263.38,21,22,21,22,3315.88,5739.24,10789.02,28396.98,1.0488,22,21,0.008602,0.00019662,1,920,0
ACC00378,62023.39,130853.18,18,18,18,18,3445.74,7269.62,10869.9,56019.33,1.0286,18,18,0.007201,0.00027564,0,500,0
ACC00379,71132.15,55576.36,17,13,16,13,4184.24,4275.1,14817.17,7512.1,1.0345,13,16,0.005801,0.00013459,1,498,0
ACC00380,95916.35,92390.9,19,19,19,19,5048.23,4862.68,20721.54,28922.44,1.027,19,19,0.007602,0.00019525,1,920,0
ACC00381,80194.78,63201.5,18,15,18,15,4455.27,4213.43,20818.83,13255.35,1.0645,15,18,0.006601,0.00013625,1,498,0
ACC00382,70065.65,65472.94,14,18,14,18,5004.69,3637.39,21839.95,7806.29,1.0323,18,14,0.006401,0.00019488,1,664,0
ACC00383,140878.19,72652.45,16,16,16,16,8804.89,4540.78,53263.01,21064.12,1.0323,16,16,0.006401,0.0002345,0,990,0
ACC00384,110337.56,81736.23,19,10,19,10,5807.24,8173.62,19784.49,38829.72,1.0357,10,19,0.005801,0.00014298,1,500,0
ACC00385,137636.68,144583.41,22,20,22,20,6256.21,7229.17,23299.96,35307.56,1.0244,20,22,0.008402,0.00029995,1,675,0
ACC00386,268394.08,32429.12,29,12,29,12,9254.97,2702.43,77105.0,8459.2,1.1714,12,29,0.008202,7.573e-05,1,990,1
ACC00387,107492.9,58115.48,20,18,20,18,5374.64,3228.64,24873.3,8545.44,1.0857,18,20,0.007602,0.00016775,1,990,0
ACC00388,86521.29,109872.51,19,18,19,18,4553.75,6104.03,13582.43,24192.33,1.0,18,19,0.007401,0.00025278,1,498,0
ACC00389,66682.76,83975.45,11,25,11,25,6062.07,3359.02,18596.78,14691.67,1.0588,25,11,0.007201,0.00017335,1,498,0
ACC00390,78365.5,108158.84,17,19,17,19,4609.74,5692.57,14730.69,21741.45,1.0909,19,17,0.007201,0.00019805,1,498,0
ACC00391,14181.93,110149.04,6,19,6,19,2363.66,5797.32,5984.52,15627.3,1.0,19,6,0.005001,0.00020803,1,498,0
ACC00392,182402.79,59726.19,20,14,20,14,9120.14,4266.16,64987.0,14510.37,1.0625,14,20,0.006801,0.00012539,1,500,1
ACC00393,169550.61,88531.27,17,13,17,13,9973.57,6810.1,52651.0,42336.0,1.0345,13,17,0.006001,0.00034087,1,498,1
ACC00394,134775.66,55746.2,15,13,15,13,8985.04,4288.17,86005.0,15110.7,1.037,13,15,0.005601,0.00017484,0,675,1
ACC00395,66078.78,52517.65,20,8,20,8,3303.94,6564.71,10208.84,14225.95,1.037,8,20,0.005601,0.00015338,0,675,0
ACC00396,52390.29,90368.84,7,15,7,15,7484.33,6024.59,19731.64,20581.4,1.0476,15,7,0.004401,0.00016937,0,498,0
